"PID","Status","Progress","Duration..in.seconds.","Finished","consent","lebe_cont_1","elect_exp","elect_change","elect_econ","elect_cult","mob_1","mob_2","mob_3","mob_4","mob_5","mob_6","mob_7","mob_8","check_1","soccon_1","soccon_2","soccon_3","soccon_4","soccon_5","lonely_1","lonely_2","lonely_3","leftbehind_cooley_1","leftbehind_cooley_2","leftbehind_cooley_3","leftbehind_cooley_4","leftbehind_cooley_5","ideo","gender_.99_TEXT","race_8_TEXT","age","check_2","feedback","gender","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu","party_gen","party_gen_5_TEXT","party_dem","party_rep","party_ind"
"VA264rl","0","100","1020","1","1","19","3","5","3","2","2","6","2","6","5","5","2","3","5","2","2","2","6","2","1","1","1","","","","","","7","","","62","Blue","none","woman","","","Black or African American","","","","","","$40,001-$60,000","4yearColl","Democrat","","Strong","",""
"FJ652tv","0","100","449","1","1","28","6","3","3","5","5","4","3","5","6","4","5","5","5","2","5","3","6","3","1","2","2","","","","","","6","","","29","black","none","man","","","Black or African American","","","","","","$120,001-$140,000","MA","Republican","","","Strong",""
"PT460pg","0","100","304","1","1","30","4","1","4","7","2","6","2","6","6","6","2","2","5","5","5","5","6","5","2","3","2","","","","","","6","","","33","teal","","woman","White","","","","","","","","$60,001-$80,000","GED","Republican","","","Strong",""
"AN565on","0","100","588","1","1","37","4","6","6","5","2","6","2","5","6","6","1","2","5","1","1","1","6","1","1","1","1","","","","","","5","","","76","maroon","","man","White","","","","","","","","$20,001-$40,000","4yearColl","Independent","","","","Closer to Republican"
"WP961cj","0","100","527","1","1","30","3","4","5","4","3","5","3","4","4","5","3","3","5","5","5","3","5","5","3","2","2","","","","","","4","","","56","red","","woman","","","","","","Middle Eastern or North African","","","$80,001-$100,000","2yearColl","Independent","","","","Closer to Democratic"
"KS258jr","0","100","180","1","1","80","5","6","3","2","3","5","2","5","5","5","3","5","5","7","7","6","3","6","3","3","3","","","","","","4","","","28","Blue","","woman","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Republican"
"RB918hl","0","100","194","1","1","65","5","6","3","5","1","6","1","6","5","6","2","1","5","5","5","3","6","5","2","2","2","","","","","","5","","","41","Blue","None","man","","Hispanic, Latino, or Spanish origin","Black or African American","","American Indian or Alaska Native","","","","$100,001-$120,000","2yearColl","Independent","","","","Neither"
"BP272wo","0","100","167","1","1","80","2","3","5","7","6","3","5","3","5","6","6","6","5","4","3","4","5","5","3","2","2","","","","","","7","","","26","blue ","","man","White","","","","","","","","$60,001-$80,000","GED","Republican","","","Strong",""
"RB045yf","0","100","667","1","1","40","4","4","1","3","2","4","2","4","5","4","2","3","5","5","3","5","5","5","2","2","2","","","","","","3","","","53","blue","Everything went well, no issues with the study.","woman","White","","","","","","","","$140,001-$160,000","4yearColl","Independent","","","","Closer to Democratic"
"LM172jh","0","100","608","1","1","80","5","6","6","6","2","6","6","6","6","6","2","2","5","5","3","5","5","5","1","2","2","","","","","","6","","","35","Blue","","woman","White","","","","","","","","$20,001-$40,000","GED","Republican","","","Not very strong",""
"LK195as","0","100","157","1","1","85","3","3","2","2","5","2","6","2","3","2","6","6","5","7","6","7","1","7","2","2","3","","","","","","3","","","28","purple","","woman","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Democratic"
"JZ712si","0","100","285","1","1","70","3","3","2","3","6","4","3","5","6","5","6","5","5","6","7","6","2","7","3","2","3","","","","","","4","","","53","Blue","No comments.","man","White","","","","","","","","$0-$20,000","GED","Independent","","","","Neither"
"NH150ti","0","100","524","1","1","10","5","5","5","3","2","5","3","6","6","4","2","2","5","4","3","5","5","5","1","1","2","","","","","","4","","","23","Pink","","woman","","Hispanic, Latino, or Spanish origin","Black or African American","","","","","","$40,001-$60,000","GED","Independent","","","","Neither"
"HX721bv","0","100","149","1","1","65","2","2","6","6","4","5","3","5","5","5","3","3","5","6","5","5","3","5","3","3","3","","","","","","6","","","43","black","na","man","White","","","","","","","","$40,001-$60,000","2yearColl","Independent","","","","Closer to Republican"
"GN831sk","0","100","268","1","1","60","5","5","1","1","5","3","5","3","3","3","5","5","5","6","6","6","3","6","2","2","2","","","","","","2","","","59","green","","woman","White","","","","","","","","$20,001-$40,000","4yearColl","Independent","","","","Closer to Democratic"
"JB496gz","0","100","349","1","1","75","2","4","6","5","3","5","4","5","5","4","4","4","5","5","5","5","4","5","2","2","2","","","","","","6","","","53","black","","man","White","","","","","","","","$20,001-$40,000","4yearColl","Independent","","","","Closer to Republican"
"XD815aw","0","100","525","1","1","20","4","5","3","2","2","3","2","4","3","5","3","3","5","2","5","5","5","2","2","2","1","","","","","","3","","","66","NONE","NONE","man","White","","","","","","","","$0-$20,000","GED","Independent","","","","Closer to Democratic"
"WO337wb","0","100","150","1","1","43","3","4","3","2","5","2","5","3","3","4","6","6","5","4","3","4","6","3","3","2","3","","","","","","4","","","37","Blue","","man","White","","","","","","","","$40,001-$60,000","GED","Independent","","","","Closer to Democratic"
"DZ617iu","0","100","496","1","1","0","5","4","4","4","2","6","3","5","6","5","2","2","5","2","2","2","5","2","1","1","1","","","","","","4","","","65","blue","","man","","","Black or African American","","","","","","$40,001-$60,000","2yearColl","Independent","","","","Neither"
"VR891zq","0","100","250","1","1","55","6","7","6","3","3","5","2","5","5","5","2","3","5","4","3","5","4","4","2","2","2","","","","","","4","","","20","Green","","woman","","","","Asian","","","","","$60,001-$80,000","2yearColl","Independent","","","","Neither"
"QC931je","0","100","251","1","1","75","4","4","4","4","4","5","5","5","5","5","5","4","5","5","5","5","5","5","2","2","2","","","","","","4","","","65","blue","","man","White","","","","","","","","$20,001-$40,000","4yearColl","Independent","","","","Neither"
"OZ677xz","0","100","340","1","1","39","4","4","6","7","1","6","1","6","5","6","2","2","5","2","1","1","6","1","1","1","1","","","","","","6","","","80","purple","","woman","White","","","","","","","","$20,001-$40,000","2yearColl","Independent","","","","Closer to Republican"
"ID775sh","0","100","138","1","1","47","3","5","5","5","3","3","3","3","3","5","3","3","5","4","3","3","5","3","1","1","1","","","","","","5","","","57","Orange ","","man","White","","","","","","","","$20,001-$40,000","4yearColl","Independent","","","","Closer to Republican"
"IQ087gl","0","100","314","1","1","67","4","5","1","1","5","3","5","3","3","3","3","5","5","5","4","5","5","5","2","2","2","","","","","","2","","","62","Purple","none","woman","White","","","","","","","","$40,001-$60,000","MA","Democrat","","Strong","",""
"FZ460hj","0","100","332","1","1","91","2","1","1","2","2","4","2","5","5","6","2","1","5","5","6","5","4","5","2","2","2","","","","","","3","","","57","blue","","man","","","Black or African American","","","","","","$80,001-$100,000","MA","Independent","","","","Neither"
"JJ838qm","0","100","255","1","1","15","6","6","5","1","3","6","3","6","4","6","2","2","5","1","1","1","6","1","1","1","1","","","","","","2","","","30","black","thank you ","man","","","","Asian","","","","","$80,001-$100,000","MA","Republican","","","Strong",""
"EB381mw","0","100","110","1","1","57","4","2","2","4","3","5","3","3","4","3","5","3","5","4","4","5","3","3","3","2","2","","","","","","3","","","32","blue","no","man","White","","","","","","","","$40,001-$60,000","GED","Independent","","","","Neither"
"FK362rr","0","100","179","1","1","39","5","3","2","2","3","5","3","4","5","5","3","3","5","3","3","4","6","4","2","2","2","","","","","","2","","","31","blue","","woman","White","","","","","","","","$140,001-$160,000","MA","Democrat","","Strong","",""
"LI207ru","0","100","183","1","1","100","4","7","7","1","2","6","2","6","6","6","2","2","5","7","7","7","1","7","2","2","2","","","","","","1","","","40","Yellow ","","woman","White","","","","","","","","$0-$20,000","GED","Independent","","","","Closer to Democratic"
"CX452gg","0","100","295","1","1","40","5","4","4","2","4","5","3","5","5","6","4","3","5","4","4","5","4","5","2","2","2","","","","","","4","","","45","purple","",NA,"White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Neither"
"AG299qb","0","100","307","1","1","41","3","7","6","3","3","2","3","2","2","3","5","5","5","7","6","7","3","7","3","2","3","","","","","","4","","","57","Red","","man","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Closer to Democratic"
"TX109ft","0","100","124","1","1","62","1","1","3","7","5","5","5","3","3","3","3","5","5","5","5","6","4","6","2","2","3","","","","","","5","","","30","Blue","","man","White","","","","","","","","$40,001-$60,000","2yearColl","Republican","","","Not very strong",""
"NO975td","0","100","293","1","1","27","4","3","6","7","2","6","2","5","6","5","2","2","5","3","1","2","6","5","1","1","1","","","","","","6","","","50","blue","","man","White","","","","","","","","$180,001-$200,000","2yearColl","Republican","","","Not very strong",""
"XK856lg","0","100","233","1","1","80","4","4","4","4","3","4","4","4","4","5","4","3","4","7","7","7","5","7","3","3","3","","","","","","4","","","44","Blue","","man","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Neither"
"QS651kn","0","100","266","1","1","73","2","3","3","6","5","2","5","3","3","3","5","5","5","5","5","5","5","5","3","2","3","","","","","","5","","","42","blue","","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Closer to Republican"
"WE464hf","0","100","331","1","1","61","4","2","4","7","2","5","2","5","5","6","3","2","5","5","3","3","5","2","2","1","2","","","","","","4","","","49","Green","","woman","White","","","","","","","","$0-$20,000","GED","Independent","","","","Closer to Republican"
"IZ000ki","0","100","718","1","1","55","6","1","6","7","3","6","2","6","7","3","3","2","5","2","2","2","6","1","1","1","1","","","","","","4","","","23","Blue","","man","","","Black or African American","","","","","","$40,001-$60,000","4yearColl","Independent","","","","Closer to Republican"
"AQ289zm","0","100","279","1","1","40","5","4","1","3","2","5","2","6","5","5","2","3","5","4","5","5","3","6","1","1","2","","","","","","4","","","56","green","","man","White","","","","","","","","$40,001-$60,000","GED","Independent","","","","Closer to Democratic"
"XG553ni","0","100","286","1","1","0","4","4","4","5","3","5","3","5","5","5","4","4","5","2","2","2","6","2","1","1","1","","","","","","4","","","36","blue","","man","White","","","","","","","","$60,001-$80,000","2yearColl","Independent","","","","Neither"
"RE932pk","0","100","401","1","1","32","5","6","2","6","2","6","2","6","6","6","3","2","5","3","2","2","6","3","1","1","1","","","","","","6","","","29","black","","man","","","Black or African American","","","","","","$140,001-$160,000","PHD","Republican","","","Strong",""
"JT629lh","0","100","400","1","1","5","4","5","2","3","3","5","3","5","5","5","3","3","5","2","2","2","6","2","1","1","1","","","","","","3","","","66","red","Interesting study!","man","White","","","","","","","","$20,001-$40,000","PHD","Independent","","","","Closer to Democratic"
"IS860so","0","100","381","1","1","39","4","4","5","4","4","4","3","4","4","4","5","5","5","1","1","1","6","1","1","1","1","","","","","","4","","","40","blue","","man","","","","Asian","","","","","$120,001-$140,000","4yearColl","Independent","","","","Neither"
"AT177ck","0","100","611","1","1","47","3","3","5","4","7","6","7","6","7","7","6","6","6","2","2","2","7","2","3","3","2","","","","","","4","","","47","green","","man","","","Black or African American","","","","","","$40,001-$60,000","2yearColl","Independent","","","","Neither"
"OS852gf","0","100","608","1","1","36","3","5","3","4","3","3","3","4","3","5","3","5","5","5","5","5","5","3","2","2","3","","","","","","4","","","31","Purple","","woman","White","","","","","","","","$80,001-$100,000","GED","Independent","","","","Closer to Republican"
"ZT563wx","0","100","274","1","1","70","5","4","2","7","4","3","4","2","4","4","5","6","5","6","4","6","5","5","1","1","1","","","","","","7","","","61","pink","","woman","","","Black or African American","","","","","","$0-$20,000","GED","Independent","","","","Closer to Republican"
"XE716as","0","100","348","1","1","55","2","4","2","1","4","3","4","3","3","3","5","5","5","5","5","5","5","5","1","2","1","","","","","","4","","","48","purple","","woman","White","","","Asian","","","","","$80,001-$100,000","GED","Independent","","","","Neither"
"OO519rj","0","100","363","1","1","41","4","2","2","3","3","4","1","7","4","5","3","2","5","4","3","2","6","3","1","2","1","","","","","","4","","","47","Blue","Everything displayed correctly ","woman","White","","","","","","","","Over $200,000","4yearColl","Independent","","","","Neither"
"CE071cf","0","100","201","1","1","10","5","4","4","4","4","5","3","4","4","5","3","3","5","3","2","3","6","3","1","1","1","","","","","","4","","","23","Purple","","woman","White","","","","","","","","$80,001-$100,000","4yearColl","Independent","","","","Neither"
"EF556ac","0","100","532","1","1","70","3","4","4","3","3","5","4","5","4","4","3","4","5","3","4","3","5","4","2","2","2","","","","","","3","","","33","navy","",NA,"","","","Asian","","","","","Prefer not to answer","MA","Independent","","","","Closer to Democratic"
"WX445vj","0","100","314","1","1","15","3","5","5","3","3","5","3","5","5","3","4","3","5","2","2","2","6","2","1","1","1","","","","","","4","","","63","blue","","woman","White","","","","","","","","$180,001-$200,000","PHD","Independent","","","","Neither"
"IA656ex","0","100","305","1","1","30","5","4","3","1","3","3","3","5","4","4","4","3","5","5","5","5","5","5","1","2","2","","","","","","3","","","31","purple","","woman","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Democratic"
